Producto base;Descripción diseño;ID ensayo;Nombre formulación;Fecha ensayo;Resultado;Materia prima;% peso;Motivo / comentario;Producto final;Fórmula OK;Riquezas;Spec_Descripcion;Spec_Aspecto;Spec_Color;Spec_Densidad;Spec_pH;Spec_Quimica;Validacion_JSON;Fecha_Validacion
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;PROTE FOAM ESS;0,02;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;MOLIBDATO SODICO 25KG;3,9;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;GLUCONATO SODICO;3;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;SULFATO DE ZINC MONOHIDRATADO;12;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;ACIDO CITRICO MONOHIDRATADO;0,4;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;SECOFIT;20,1;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;GLICINA;2,1;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;AL-2575 1000KG;2;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;GLICINA BETAINA ECO (ALFARIN);0,8;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;EDTA MANGANESO (AKZO NOBEL);3,9;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;UREA FOLIAR;6;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;MONOPROPILENGLICOL;1;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-47;CALIDAD - FOLICAT ZnMo - Mn con Xantana F1;02/04/2025;NOK;GOMA XANTANA;0,2;"Primera aproximación con xantana; persisten incompatibilidades y se observan grumos y ligera separación de fases.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;Agua;46,88;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;EDTA TETRASÓDICO;0,1;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;Conservante Kf78;0,1;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;Molibdato sódico;3,9;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;Gluconato sódico (Roquette);3;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;Sulfato de Zinc monohidrato;11,5;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;Ácido Cítrico monohidrato;0,4;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;SECOFIT (tiosulfato amónico);13;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;Glicina;2;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;AL-2575 TRITON ;2;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
FOLICAT ZNMO - MN;Formulación nutricional con microelementos (Zn-Mo-Mn) quelados, diseñada para estabilidad y compatibilidad en suspensión.;ID-59;CALIDAD - FOLICAT ZnMo - Mn INDUSTRIAL;15/04/2025;NOK;Glicina Betaína ecológica (ALFARÍN);0,8;"Repetición industrial solicitada por cliente; resultado no conforme por formación de poso y turbidez en volumen grande.";FOLICAT ZNMO - MN;ID-74 || CALIDAD - ID.2025.41 FOLICAT Zn Mo Mn ORIGI F5;La formulación final ha logrado una solución líquida estable con el equilibrio previsto de zinc, molibdeno y manganeso. El ajuste del EDTA permitió mantener el Zn soluble y asegurar el nivel de nitrógeno dentro del rango de diseño. El producto cumple plenamente los criterios de calidad y comportamiento en estabilidad.;;;;;;;;
